id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2344,8.1,0.51,0.24,2.2,0.0819999999999999,26.0,49.0,0.99628,3.36,0.67,11.1,4.0
2345,9.2,0.66,0.24,2.2,0.078,25.0,64.0,0.9988,3.24,0.66,9.3,6.0
2346,8.7,0.36,0.32,1.8,0.078,3.0,9.0,0.99504,3.32,0.82,9.7,6.0
2347,9.9,0.37,0.42,2.1,0.076,23.0,77.0,0.99761,3.26,0.59,12.5,5.0
2348,12.5,0.39,0.49,3.2,0.076,5.0,19.0,0.9996,3.17,0.52,11.9,7.0
2349,8.9,0.32,0.32,1.7,0.077,18.0,37.0,0.9946,3.32,0.6,10.9,7.0
2350,6.9,0.46,0.32,2.6,0.07,8.0,18.0,0.9976,3.43,0.56,9.7,6.0
2351,8.6,0.53,0.13,2.3,0.077,8.0,19.0,0.9964,3.07,0.73,11.4,7.0
2352,9.4,0.43,0.34,2.5,0.075,30.0,131.0,0.9984,3.11,0.76,9.0,5.0
2353,6.8,0.48,0.02,1.9,0.094,14.0,28.0,0.99668,3.47,0.64,10.5,5.0
2354,8.2,0.49,0.34,2.1,0.066,10.0,42.0,0.99593,3.16,0.7,9.8,5.0
2355,9.9,0.18,0.69,2.0,0.071,10.0,28.0,1.00289,3.33,0.58,10.0,5.0
2356,6.9,0.53,0.11,2.4,0.074,19.0,26.0,0.99514,3.42,0.93,9.9,6.0
2357,11.3,0.41,0.51,2.1,0.081,6.0,32.0,0.9972,3.17,0.81,11.7,6.0
2358,6.3,0.56,0.06,2.3,0.081,10.0,21.0,0.99458,3.42,0.54,11.3,6.0
2359,8.4,0.58,0.0,2.0,0.068,38.0,60.0,0.9964,3.29,0.47,10.8,5.0
2360,7.8,0.36,0.34,1.8,0.067,8.0,16.0,0.9968,3.32,0.52,9.2,5.0
2361,7.6,0.31,0.42,2.2,0.065,12.0,64.0,0.99814,3.29,0.77,9.5,5.0
2362,8.2,0.43,0.49,1.8,0.074,22.0,52.0,0.9955,3.35,0.48,9.5,5.0
2363,9.2,0.43,0.49,2.2,0.084,5.0,31.0,0.99578,3.21,0.85,9.4,5.0
2364,8.0,0.38,0.55,2.0,0.086,25.0,49.0,0.99786,3.3,0.76,9.3,6.0
2365,8.4,0.52,0.31,2.2,0.091,12.0,28.0,0.99745,3.34,0.72,11.4,6.0
2366,7.0,0.74,0.05,1.7,0.178,11.0,48.0,0.99572,3.17,0.53,9.3,5.0
2367,7.3,0.59,0.01,1.9,0.074,11.0,24.0,0.99642,3.41,0.52,9.8,5.0
2368,6.6,0.66,0.05,1.4,0.077,11.0,25.0,0.9968,3.38,0.54,10.5,6.0
2369,7.7,0.57,0.01,2.2,0.0819999999999999,11.0,46.0,0.99513,3.3,0.65,11.7,7.0
2370,8.2,0.4,0.49,2.0,0.081,9.0,28.0,0.99562,3.3,0.79,11.4,7.0
2371,10.0,0.43,0.47,1.9,0.0969999999999999,6.0,15.0,0.9964,3.1,0.57,10.1,6.0
2372,7.8,0.3,0.46,2.4,0.086,6.0,18.0,0.99572,3.3,0.62,9.5,6.0
2373,8.5,0.39,0.42,2.1,0.093,9.0,20.0,0.9986,3.28,0.84,11.4,7.0
2374,7.4,0.645,0.02,1.6,0.092,15.0,26.0,0.9988,3.37,0.59,9.5,6.0
2375,8.5,0.59,0.05,1.8,0.095,11.0,86.0,0.9994,3.24,0.53,10.9,5.0
2376,7.9,0.57,0.02,1.8,0.073,6.0,13.0,0.99444,3.48,0.68,11.9,7.0
2377,10.1,0.61,0.24,2.3,0.0819999999999999,27.0,52.0,0.9972,3.28,0.77,9.4,5.0
2378,9.0,0.44,0.39,2.0,0.08,16.0,44.0,0.99586,3.28,0.54,9.4,6.0
2379,8.3,0.35,0.36,2.0,0.072,9.0,35.0,0.9974,3.17,0.53,9.6,5.0
2380,6.7,0.36,0.24,2.2,0.086,12.0,86.0,0.99562,3.53,0.53,9.5,6.0
2381,9.2,0.28,0.36,2.2,0.084,9.0,25.0,0.99586,3.14,0.77,10.8,6.0
2382,6.9,0.63,0.07,1.6,0.078,18.0,101.0,0.9966,3.29,0.51,9.2,5.0
2383,9.1,0.36,0.5,2.2,0.077,12.0,23.0,0.9955,3.21,0.6,11.0,6.0
2384,6.3,0.37,0.31,2.3,0.071,25.0,44.0,0.99604,3.36,0.5,11.5,5.0
2385,8.1,0.42,0.24,2.3,0.077,17.0,50.0,0.99652,3.4,0.68,9.5,5.0
2386,7.0,0.29,0.24,3.6,0.074,19.0,44.0,0.99745,3.29,0.58,9.9,5.0
2387,6.5,0.32,0.49,1.9,0.085,7.0,28.0,0.9948,3.42,0.78,9.2,5.0
2388,8.2,0.6,0.15,2.4,0.073,17.0,32.0,0.9964,3.23,0.59,9.6,5.0
2389,7.3,0.64,0.0,1.8,0.087,11.0,24.0,0.9976,3.15,0.51,9.3,7.0
2390,7.6,0.59,0.0,2.6,0.1689999999999999,8.0,19.0,0.99652,3.32,0.6,10.0,6.0
2391,6.8,0.57,0.0,1.7,0.066,9.0,44.0,0.996,3.58,0.56,9.9,6.0
2392,7.8,0.67,0.0,1.8,0.078,23.0,113.0,0.99504,3.4,0.59,9.9,5.0
2393,10.7,0.39,0.32,3.3,0.07,6.0,16.0,0.9983,3.29,0.74,9.5,5.0
2394,9.3,0.38,0.57,6.3,0.0819999999999999,22.0,40.0,0.9976,3.16,0.74,12.3,7.0
2395,8.3,0.58,0.25,2.0,0.077,9.0,23.0,0.9973,3.28,0.57,9.3,6.0
2396,9.9,0.31,0.24,2.5,0.084,3.0,9.0,0.9946,3.32,0.54,10.0,6.0
2397,7.3,0.38,0.44,1.7,0.08,18.0,59.0,0.99572,3.16,0.53,9.9,7.0
2398,7.8,0.765,0.0,2.1,0.098,18.0,49.0,0.99786,3.34,0.54,9.5,5.0
2399,7.0,0.735,0.0,1.7,0.067,13.0,33.0,0.99552,3.19,0.63,11.3,6.0
2400,10.1,0.36,0.49,2.4,0.091,9.0,27.0,0.9994,3.22,0.79,9.3,5.0
2401,7.4,0.68,0.07,2.0,0.076,6.0,18.0,0.99552,3.3,0.44,9.7,6.0
2402,8.9,0.58,0.27,2.2,0.078,6.0,14.0,0.99608,3.42,0.54,11.3,8.0
2403,7.0,0.45,0.32,1.9,0.079,31.0,151.0,0.9982,3.3,0.55,9.5,6.0
2404,10.4,0.39,0.45,2.6,0.07,10.0,27.0,0.9956,3.21,0.74,10.9,6.0
2405,7.9,0.44,0.49,2.1,0.078,16.0,36.0,0.9982,3.37,0.62,10.4,5.0
2406,8.4,0.5,0.14,2.0,0.069,9.0,21.0,0.99576,3.18,0.53,9.3,6.0
2407,10.6,0.29,0.47,2.2,0.093,5.0,23.0,0.9994,3.37,0.75,9.8,8.0
2408,9.7,0.78,0.02,2.5,0.067,13.0,47.0,0.99636,3.45,0.77,11.0,6.0
2409,6.6,0.46,0.24,1.9,0.085,6.0,16.0,0.99562,3.42,0.84,10.4,6.0
2410,8.0,0.39,0.46,2.1,0.07,17.0,94.0,0.99538,3.34,0.53,9.5,5.0
2411,6.7,0.57,0.03,2.3,0.071,11.0,35.0,0.99578,3.44,0.46,10.1,6.0
2412,10.0,0.41,0.41,2.5,0.065,9.0,27.0,0.99642,3.11,0.82,9.0,5.0
2413,9.4,0.58,0.0,2.2,0.0819999999999999,17.0,50.0,0.9994,3.43,0.68,10.1,7.0
2414,7.9,0.61,0.02,2.8,0.078,6.0,28.0,0.99458,3.51,0.72,11.4,6.0
2415,8.6,0.61,0.13,2.7,0.078,16.0,37.0,0.99586,3.35,0.58,10.5,6.0
2416,6.9,0.55,0.21,2.3,0.077,15.0,33.0,0.9955,3.42,0.58,9.5,5.0
2417,6.3,0.65,0.02,2.6,0.069,18.0,37.0,0.99652,3.48,0.57,11.0,5.0
2418,6.9,0.66,0.01,1.8,0.0969999999999999,24.0,58.0,0.9963,3.4,0.5,9.5,7.0
2419,8.7,0.46,0.26,2.3,0.084,9.0,65.0,0.99633,3.28,0.53,10.0,6.0
2420,7.4,0.58,0.0,1.9,0.076,12.0,31.0,0.997,3.5,0.82,10.1,7.0
2421,7.0,0.67,0.0,2.2,0.067,27.0,85.0,0.9969,3.45,0.58,10.2,5.0
2422,8.4,0.53,0.28,2.5,0.071,35.0,152.0,0.9973,3.29,0.61,9.4,5.0
2423,10.0,0.45,0.49,2.1,0.094,9.0,29.0,0.9978,3.31,0.55,9.8,5.0
2424,7.0,0.69,0.12,2.4,0.091,18.0,37.0,0.99642,3.4,0.48,9.2,6.0
2425,9.0,0.47,0.32,7.0,0.095,7.0,14.0,0.9962,3.34,0.62,9.5,5.0
2426,7.4,0.78,0.28,2.7,0.079,19.0,33.0,0.9971,3.34,0.62,9.9,6.0
2427,5.2,0.56,0.0,2.3,0.081,18.0,37.0,0.9982,3.48,0.54,11.8,6.0
2428,8.0,0.43,0.24,2.6,0.07,6.0,14.0,0.99642,3.35,0.64,9.9,5.0
2429,6.8,0.78,0.0,1.8,0.076,15.0,28.0,0.9973,3.54,0.56,9.8,5.0
2430,9.0,0.54,0.22,2.1,0.0579999999999999,23.0,94.0,0.99656,3.36,0.56,12.4,7.0
2431,7.3,0.56,0.03,1.6,0.08,6.0,22.0,0.9964,3.21,0.61,9.5,5.0
2432,9.9,0.38,0.41,1.7,0.055,10.0,21.0,0.99572,3.22,0.86,11.2,7.0
2433,7.7,0.31,0.24,1.7,0.0969999999999999,16.0,38.0,0.9946,3.08,0.55,11.2,7.0
2434,8.6,0.4,0.22,2.2,0.079,6.0,18.0,0.9964,3.31,0.54,9.2,5.0
2435,9.5,0.45,0.34,2.1,0.074,8.0,22.0,0.9964,3.26,0.68,9.5,6.0
2436,8.8,0.47,0.24,1.6,0.114,13.0,31.0,0.99708,3.18,0.5,10.4,6.0
2437,8.0,0.28,0.52,2.1,0.068,9.0,21.0,0.9947,3.16,0.4,10.1,6.0
2438,8.8,0.35,0.48,2.0,0.071,6.0,18.0,0.99565,3.26,0.63,10.6,7.0
2439,8.0,0.5,0.25,2.6,0.092,6.0,21.0,0.9982,3.24,0.51,9.2,5.0
2440,7.9,0.42,0.26,2.5,0.079,10.0,35.0,0.99774,3.27,0.77,9.5,6.0
2441,7.9,0.49,0.32,2.1,0.067,13.0,35.0,0.9968,3.18,0.67,10.1,7.0
2442,9.6,0.42,0.24,1.9,0.084,11.0,44.0,0.9972,3.23,0.55,10.2,6.0
2443,8.4,0.4,0.6,1.9,0.096,6.0,20.0,0.9961,3.37,0.68,9.2,5.0
2444,5.6,0.3,0.0,2.0,0.0819999999999999,7.0,24.0,0.99608,3.51,0.65,11.7,5.0
2445,6.7,0.67,0.01,1.9,0.078,3.0,14.0,0.99552,3.27,0.7,10.7,7.0
2446,12.3,0.27,0.49,2.6,0.098,10.0,22.0,1.001,3.19,0.57,9.3,5.0
2447,8.0,0.47,0.34,2.2,0.079,23.0,61.0,0.99745,3.47,0.74,9.7,5.0
2448,7.3,0.52,0.03,1.7,0.074,9.0,33.0,0.9972,3.43,0.54,9.5,6.0
2449,8.4,0.32,0.49,2.2,0.076,5.0,12.0,0.99586,3.3,0.59,11.4,7.0
2450,6.9,0.58,0.02,2.5,0.098,9.0,34.0,0.99392,3.38,0.64,9.8,5.0
2451,8.1,0.69,0.06,2.6,0.078,3.0,10.0,0.9994,3.45,0.56,9.4,6.0
2452,6.7,0.61,0.02,2.1,0.08,7.0,31.0,0.998,3.54,0.62,9.0,5.0
2453,7.7,0.18,0.53,2.8,0.085,5.0,31.0,0.99702,3.22,0.6,10.2,5.0
2454,9.2,0.66,0.25,2.3,0.079,13.0,90.0,0.9986,3.16,0.56,9.9,6.0
2455,9.0,0.48,0.36,1.8,0.077,32.0,58.0,0.99708,3.23,0.73,12.0,6.0
2456,7.5,0.74,0.0,2.5,0.098,12.0,28.0,0.9958,3.36,0.67,9.3,6.0
2457,7.5,0.58,0.0,2.4,0.079,32.0,49.0,0.99652,3.19,0.61,10.6,7.0
2458,12.6,0.63,0.44,2.3,0.074,29.0,77.0,0.9969,3.17,0.54,12.5,7.0
2459,7.0,0.52,0.02,2.2,0.0969999999999999,16.0,35.0,0.9976,3.38,0.54,9.4,5.0
2460,7.6,0.57,0.23,2.2,0.076,15.0,49.0,0.9988,3.52,0.58,12.5,6.0
2461,7.2,0.52,0.24,2.5,0.078,17.0,85.0,0.99708,3.03,0.6,9.5,5.0
2462,8.8,0.45,0.26,2.4,0.09,13.0,37.0,0.9955,3.08,0.6,10.4,5.0
2463,6.6,0.6,0.02,6.1,0.068,6.0,19.0,0.99546,3.44,0.53,9.0,5.0
2464,7.1,0.55,0.01,2.6,0.068,16.0,39.0,0.9968,3.21,0.53,9.5,6.0
2465,10.0,0.39,0.38,2.4,0.085,16.0,119.0,0.9991,3.16,0.55,9.9,5.0
2466,7.7,0.59,0.02,2.3,0.071,20.0,49.0,0.9988,3.42,0.48,9.6,5.0
2467,7.1,0.64,0.08,3.4,0.084,26.0,77.0,0.9966,3.23,0.62,9.5,6.0
2468,7.8,0.36,0.32,2.5,0.078,18.0,40.0,0.9976,3.32,0.56,10.5,5.0
2469,9.9,0.41,0.37,2.2,0.066,3.0,12.0,0.9962,3.27,0.48,10.4,5.0
2470,9.4,0.47,0.2,2.2,0.074,9.0,17.0,0.9962,3.38,0.58,10.2,5.0
2471,10.4,0.38,0.68,2.2,0.07,10.0,40.0,0.9972,3.32,0.52,11.2,5.0
2472,7.7,0.3,0.48,1.9,0.073,15.0,35.0,0.99498,3.15,0.81,9.3,6.0
2473,6.5,0.49,0.42,2.1,0.08,10.0,32.0,0.99498,3.39,0.64,10.9,6.0
2474,7.4,0.4,0.24,2.1,0.0819999999999999,5.0,31.0,0.99664,3.32,0.57,9.5,6.0
2475,8.9,0.55,0.2,2.1,0.093,11.0,35.0,0.99534,3.36,0.59,10.5,5.0
2476,7.4,0.31,0.42,1.8,0.085,10.0,25.0,0.99526,3.31,0.54,11.3,6.0
2477,9.4,0.42,0.3,1.6,0.076,20.0,52.0,0.99704,3.4,0.68,9.6,5.0
2478,7.0,0.59,0.04,1.9,0.111,29.0,61.0,0.9982,3.46,0.61,9.3,5.0
2479,7.7,0.57,0.01,2.1,0.075,12.0,47.0,0.9964,3.33,0.59,9.5,6.0
2480,7.4,0.835,0.13,1.9,0.08,29.0,58.0,0.9965,3.44,0.51,9.5,5.0
2481,6.8,0.32,0.24,1.8,0.075,32.0,46.0,0.9956,3.25,0.6,9.5,5.0
2482,8.0,0.46,0.39,2.3,0.0559999999999999,7.0,18.0,0.9978,3.5,0.63,10.2,5.0
2483,7.5,0.48,0.24,1.7,0.122,16.0,42.0,0.99552,3.36,0.56,9.5,6.0
2484,8.5,0.36,0.44,2.7,0.087,18.0,44.0,0.99708,3.16,0.77,12.0,6.0
2485,12.0,0.28,0.47,2.0,0.106,4.0,13.0,0.9987,3.27,0.78,10.5,6.0
2486,7.9,0.32,0.43,2.3,0.061,22.0,50.0,0.9982,3.23,0.83,12.8,6.0
2487,7.1,0.39,0.34,2.3,0.086,9.0,18.0,0.9972,3.56,0.49,9.2,6.0
2488,7.7,0.63,0.02,2.1,0.098,13.0,64.0,0.9978,3.34,0.46,12.4,6.0
2489,6.7,0.4,0.06,1.8,0.077,34.0,48.0,0.9964,3.51,0.59,11.0,5.0
2490,7.3,0.46,0.2,2.3,0.077,10.0,46.0,0.995,3.35,0.54,9.5,5.0
2491,7.8,0.58,0.29,1.9,0.083,11.0,44.0,0.9988,3.34,0.62,9.5,6.0
2492,7.8,0.52,0.14,2.6,0.081,6.0,22.0,0.9976,3.37,0.72,9.8,5.0
2493,12.9,0.34,0.49,2.2,0.088,18.0,46.0,1.0004,3.09,0.6,10.8,5.0
2494,7.2,0.6,0.04,1.7,0.066,6.0,14.0,0.99562,3.38,0.92,10.2,6.0
2495,9.9,0.31,0.54,1.8,0.08,5.0,16.0,0.9994,3.15,0.56,10.9,6.0
2496,7.1,0.77,0.0,2.1,0.076,6.0,28.0,0.9968,3.46,0.52,10.1,7.0
2497,7.9,0.34,0.25,1.8,0.07,15.0,42.0,0.99588,3.35,0.64,9.4,5.0
2498,9.0,0.59,0.34,2.3,0.0969999999999999,31.0,77.0,0.9988,3.36,0.53,12.6,7.0
2499,6.1,0.45,0.24,3.8,0.084,4.0,10.0,0.9982,3.58,0.64,10.3,6.0
2500,7.2,0.52,0.03,1.4,0.076,18.0,70.0,0.99661,3.35,0.6,9.5,5.0
2501,6.9,0.24,0.02,1.9,0.07,15.0,28.0,0.9986,3.58,0.65,10.8,5.0
2502,7.7,0.54,0.0,2.0,0.0559999999999999,6.0,16.0,0.99568,3.36,0.59,10.9,7.0
2503,8.9,0.41,0.5,3.2,0.067,4.0,7.0,0.9976,3.41,0.75,10.0,7.0
2504,8.1,0.57,0.26,2.2,0.057,5.0,16.0,0.99586,3.29,0.66,9.3,5.0
2505,11.6,0.45,0.66,2.6,0.152,5.0,22.0,0.99458,3.28,0.48,11.0,6.0
2506,6.8,0.33,0.4,2.1,0.078,11.0,42.0,0.9966,3.32,0.49,11.9,6.0
2507,7.1,0.67,0.02,1.8,0.079,4.0,12.0,0.99743,3.35,0.52,10.0,7.0
2508,8.3,0.63,0.07,1.8,0.084,12.0,86.0,0.9983,3.38,0.62,9.3,5.0
2509,12.0,0.6,0.54,2.2,0.076,6.0,17.0,0.9998,3.08,0.79,11.5,7.0
2510,7.1,0.8,0.05,2.0,0.073,8.0,21.0,0.99572,3.43,0.73,11.4,6.0
2511,8.3,0.4,0.27,2.0,0.078,21.0,119.0,0.99736,3.54,0.54,9.4,6.0
2512,6.9,0.57,0.21,2.3,0.075,14.0,37.0,0.9982,2.92,0.54,9.3,6.0
2513,7.1,0.31,0.34,1.9,0.07,16.0,41.0,0.99622,3.34,0.54,10.3,4.0
2514,8.2,0.5,0.4,3.3,0.068,34.0,46.0,0.99572,3.1,0.57,10.4,6.0
2515,8.8,0.51,0.24,2.1,0.073,19.0,50.0,0.9978,3.04,0.62,9.5,5.0
2516,6.8,0.57,0.02,1.8,0.076,8.0,22.0,0.9976,3.54,0.56,10.4,7.0
2517,7.3,0.54,0.12,2.4,0.094,16.0,41.0,0.9994,3.39,0.77,10.8,5.0
2518,7.8,0.36,0.3,1.8,0.08,21.0,49.0,0.9983,3.2,0.54,9.9,5.0
2519,7.0,0.4,0.12,2.8,0.0819999999999999,18.0,119.0,0.9962,3.28,0.52,9.4,5.0
2520,7.7,0.46,0.04,2.5,0.0819999999999999,27.0,46.0,0.9976,3.38,0.53,12.1,7.0
2521,6.9,0.59,0.09,1.8,0.073,9.0,24.0,0.99508,3.44,0.54,11.4,6.0
2522,7.1,0.43,0.35,2.5,0.076,6.0,21.0,0.99572,3.26,0.52,9.9,6.0
2523,7.5,0.54,0.28,2.4,0.077,16.0,44.0,0.99708,3.39,0.62,9.6,5.0
2524,6.2,0.76,0.0,3.0,0.064,11.0,19.0,0.9972,3.66,0.58,11.4,6.0
2525,7.3,0.52,0.29,2.2,0.08,18.0,38.0,0.99566,3.29,0.6,10.1,6.0
2526,7.2,0.47,0.36,2.3,0.074,16.0,49.0,0.99685,3.22,0.81,9.6,5.0
2527,7.0,0.36,0.31,5.2,0.0819999999999999,9.0,32.0,0.9978,3.42,0.61,9.8,6.0
2528,10.7,0.28,0.46,2.5,0.086,11.0,21.0,0.9978,3.22,0.64,9.3,6.0
2529,6.6,0.64,0.0,2.2,0.095,19.0,46.0,0.9958,3.29,0.59,11.8,6.0
2530,7.2,0.57,0.04,1.9,0.0579999999999999,9.0,46.0,0.99534,3.35,0.59,10.9,4.0
2531,7.6,0.6,0.1,3.6,0.069,22.0,52.0,0.99498,3.44,0.56,11.2,6.0
2532,8.8,0.56,0.29,2.3,0.091,32.0,141.0,0.99689,3.21,0.52,9.8,5.0
2533,7.7,0.685,0.29,1.8,0.0819999999999999,21.0,91.0,0.9987,3.29,0.52,9.7,6.0
2534,6.3,0.69,0.0,2.4,0.0819999999999999,9.0,34.0,0.99652,3.35,0.57,11.2,6.0
2535,7.5,0.6,0.02,1.8,0.081,5.0,16.0,0.9976,3.41,0.49,9.3,5.0
2536,7.7,0.4,0.08,1.7,0.083,5.0,13.0,0.9965,3.24,0.76,10.5,8.0
2537,7.0,0.49,0.19,1.9,0.06,16.0,37.0,0.99552,3.36,0.53,9.5,5.0
2538,8.7,0.3,0.5,2.7,0.077,18.0,38.0,0.9994,3.31,0.74,12.3,7.0
2539,8.2,0.49,0.24,2.0,0.077,9.0,24.0,0.99576,3.32,0.59,9.5,5.0
2540,9.3,0.38,0.32,1.8,0.075,23.0,54.0,0.9968,3.28,0.66,11.9,7.0
2541,7.1,0.765,0.0,1.7,0.075,3.0,9.0,0.9991,3.35,0.57,9.3,6.0
2542,7.4,0.59,0.0,2.0,0.074,10.0,19.0,0.99774,3.39,0.59,10.0,6.0
2543,6.4,0.34,0.37,2.3,0.123,11.0,38.0,0.99494,3.56,0.9,9.4,5.0
2544,7.1,0.58,0.02,2.2,0.088,6.0,25.0,0.9964,3.39,0.55,9.5,5.0
2545,8.3,0.38,0.21,2.3,0.093,15.0,24.0,0.996,3.33,0.49,11.2,7.0
2546,8.2,0.69,0.24,1.9,0.063,17.0,42.0,0.997,3.2,0.61,9.5,6.0
2547,7.9,0.5,0.08,1.7,0.063,23.0,49.0,0.9986,3.2,0.6,9.8,5.0
2548,7.2,0.645,0.21,2.4,0.063,18.0,94.0,0.9984,3.2,0.55,9.5,5.0
2549,7.9,0.46,0.09,1.5,0.078,9.0,20.0,0.99526,3.34,0.55,9.7,6.0
2550,12.5,0.41,0.43,2.1,0.078,16.0,50.0,1.0001,3.34,0.78,10.7,4.0
2551,7.9,0.39,0.32,2.2,0.05,21.0,110.0,0.99774,3.26,0.83,12.2,6.0
2552,8.1,0.58,0.0,1.5,0.107,11.0,27.0,0.9956,3.38,0.57,12.4,6.0
2553,9.1,0.31,0.4,2.2,0.084,16.0,42.0,0.9988,3.27,0.57,10.4,4.0
2554,9.4,0.41,0.26,2.1,0.091,8.0,17.0,0.9994,3.23,0.7,10.7,5.0
2555,6.4,0.36,0.1,2.0,0.084,32.0,54.0,0.99576,3.36,0.68,10.9,5.0
2556,6.5,0.725,0.0,2.6,0.07,7.0,16.0,0.99458,3.51,0.63,11.3,6.0
2557,8.2,0.5,0.57,2.6,0.115,4.0,10.0,0.9983,3.14,0.59,9.5,5.0
2558,7.6,0.62,0.06,2.0,0.081,5.0,15.0,0.99685,3.52,0.61,9.8,6.0
2559,7.1,0.84,0.0,2.1,0.062,15.0,37.0,0.99562,3.47,0.5,11.2,3.0
2560,7.9,0.66,0.08,2.1,0.08,8.0,31.0,0.9984,3.42,0.57,12.5,6.0
2561,9.3,0.38,0.49,4.5,0.079,10.0,44.0,0.9956,3.27,0.64,9.5,5.0
2562,9.1,0.61,0.28,2.2,0.078,7.0,46.0,0.9978,3.28,0.56,10.5,5.0
2563,10.4,0.39,0.35,2.8,0.07,10.0,47.0,0.9968,3.22,0.61,9.9,5.0
2564,7.8,0.59,0.0,2.1,0.068,21.0,64.0,0.99606,3.52,0.46,9.8,5.0
2565,7.9,0.69,0.23,2.3,0.073,9.0,18.0,0.9982,3.2,0.58,9.5,6.0
2566,7.3,0.37,0.4,1.9,0.07,32.0,44.0,0.99504,3.44,0.63,11.3,7.0
2567,10.6,0.39,0.49,2.3,0.072,27.0,60.0,0.9972,3.18,0.64,9.5,5.0
2568,7.2,0.55,0.26,1.7,0.078,13.0,30.0,0.998,3.14,0.73,11.5,8.0
2569,7.5,0.69,0.02,2.2,0.098,7.0,15.0,0.99458,3.26,0.72,9.4,6.0
2570,6.7,0.59,0.0,1.8,0.083,15.0,52.0,0.9968,3.45,0.58,10.4,5.0
2571,8.4,0.28,0.4,2.6,0.068,10.0,30.0,0.99638,3.21,0.49,10.0,6.0
2572,7.2,0.42,0.31,1.5,0.074,28.0,131.0,0.99516,3.32,0.53,9.2,5.0
2573,7.4,0.58,0.21,2.2,0.084,24.0,64.0,0.9968,3.34,1.08,9.2,6.0
2574,7.8,0.58,0.0,2.1,0.079,5.0,15.0,0.99458,3.45,0.52,11.8,8.0
2575,8.5,0.61,0.21,1.9,0.092,5.0,14.0,0.9972,3.61,0.54,10.7,6.0
2576,9.3,0.4,0.27,2.1,0.084,4.0,7.0,0.9955,3.23,0.53,10.3,6.0
2577,6.1,0.3,0.24,1.8,0.095,6.0,32.0,0.9987,3.39,0.61,10.6,6.0
2578,8.3,0.43,0.49,1.9,0.079,5.0,31.0,0.9973,3.07,0.59,9.4,5.0
2579,7.6,0.51,0.11,2.7,0.084,8.0,26.0,0.9966,3.36,0.77,9.4,8.0
2580,9.8,0.46,0.28,2.1,0.073,12.0,24.0,0.9988,3.24,0.58,9.5,5.0
2581,8.1,0.31,0.37,2.2,0.0819999999999999,5.0,62.0,0.99685,3.16,0.53,12.7,7.0
2582,11.6,0.32,0.54,2.3,0.067,8.0,23.0,1.0022,3.17,0.73,9.2,4.0
2583,8.0,0.31,0.45,3.0,0.069,8.0,24.0,0.9978,3.38,0.52,11.9,6.0
2584,8.6,0.65,0.0,1.9,0.075,3.0,11.0,0.9955,3.23,0.64,9.9,5.0
2585,10.6,0.42,0.4,2.5,0.09,6.0,17.0,0.9987,3.41,0.64,11.6,5.0
2586,7.2,0.45,0.31,1.7,0.074,17.0,67.0,0.9969,3.33,0.54,9.3,5.0
2587,6.6,0.64,0.21,2.5,0.078,14.0,39.0,0.9986,3.44,0.56,12.4,7.0
2588,9.7,0.24,0.49,2.2,0.0819999999999999,6.0,20.0,0.9994,3.29,0.68,10.0,6.0
2589,7.0,0.54,0.03,1.8,0.076,12.0,46.0,0.9976,3.38,0.62,9.5,4.0
2590,8.3,0.28,0.5,2.1,0.066,6.0,19.0,0.9977,3.26,0.65,11.3,8.0
2591,7.2,0.59,0.15,2.1,0.0969999999999999,23.0,46.0,0.9964,3.34,0.48,9.4,6.0
2592,8.7,0.33,0.34,2.2,0.0969999999999999,4.0,14.0,0.9957,3.26,0.74,11.4,6.0
2593,6.3,0.34,0.33,2.0,0.084,23.0,43.0,0.9973,3.41,0.66,10.5,5.0
2594,7.6,0.57,0.0,2.1,0.071,17.0,31.0,0.9972,3.51,0.56,10.2,5.0
2595,6.8,0.49,0.23,1.8,0.077,24.0,43.0,0.9971,3.32,0.47,9.5,5.0
2596,7.8,0.56,0.22,2.0,0.093,11.0,26.0,0.9982,3.17,0.55,9.8,6.0
2597,8.9,0.4,0.32,2.1,0.077,12.0,65.0,0.9994,3.39,0.68,10.1,6.0
2598,7.2,0.39,0.33,2.0,0.08,11.0,23.0,0.99458,3.14,0.59,10.2,3.0
2599,8.8,0.31,0.52,2.1,0.079,16.0,49.0,0.9964,3.19,0.78,9.9,6.0
2600,5.6,0.42,0.23,2.5,0.08,6.0,15.0,0.9974,3.21,0.52,10.5,5.0
2601,8.7,0.46,0.26,1.9,0.0819999999999999,6.0,14.0,0.99494,3.36,0.62,9.4,5.0
2602,8.6,0.51,0.31,2.1,0.086,5.0,9.0,0.99648,3.4,0.66,9.5,5.0
2603,7.2,0.43,0.31,2.1,0.073,13.0,62.0,0.99694,3.17,0.59,9.4,5.0
2604,6.9,0.6,0.04,1.4,0.081,14.0,62.0,0.9967,3.54,0.64,9.8,6.0
2605,7.7,0.44,0.23,2.2,0.0819999999999999,15.0,33.0,0.99735,3.27,0.55,11.3,7.0
2606,6.9,0.32,0.39,2.3,0.076,5.0,13.0,0.99478,3.47,0.68,12.5,6.0
2607,9.2,0.38,0.55,2.1,0.073,12.0,20.0,0.99456,3.16,0.89,12.1,7.0
2608,7.8,0.61,0.08,2.2,0.076,9.0,31.0,0.9984,3.48,0.54,9.4,6.0
